engine_size,mileage,doors,owner_count,horsepower,car_age,brand_ford,brand_honda,brand_hyundai,brand_tesla,fuel_type_electric,fuel_type_hybrid,fuel_type_petrol,transmission_manual,mileage_per_year,hp_per_engine,age_x_mileage,multi_owner,is_new_car,price
1,60918,3,1,238,14,0,1,0,0,0,0,0,1,4351.29,238.0,852852,0,0,40174
2,120640,4,2,267,4,1,0,0,0,0,1,0,1,30160.0,133.5,482560,0,0,51425
2,198766,4,4,212,4,0,0,0,0,1,0,0,0,49691.5,106.0,795064,1,0,44457
3,165527,2,4,106,19,0,0,0,1,0,0,0,1,8711.95,35.33,3145013,1,0,34073
3,109446,2,2,255,15,0,0,0,0,0,0,0,1,7296.4,85.0,1641690,0,0,47382
1,174807,4,1,330,7,1,0,0,0,0,0,0,0,24972.43,330.0,1223649,0,0,41156
2,99702,2,2,300,15,0,0,0,1,0,0,1,0,6646.8,150.0,1495530,0,0,45601
1,110509,3,4,323,19,0,1,0,0,0,0,0,0,5816.26,323.0,2099671,1,0,38371
1,98608,3,3,398,20,0,0,0,0,0,1,0,0,4930.4,398.0,1972160,1,0,41162
4,119310,2,1,366,11,0,0,0,0,1,0,0,0,10846.36,91.5,1312410,0,0,59447
1,148181,2,1,79,16,0,0,1,0,1,0,0,0,9261.31,79.0,2370896,0,0,25540
2,50802,2,1,393,19,0,0,1,0,0,0,0,1,2673.79,196.5,965238,0,0,47871
1,39622,3,2,299,5,1,0,0,0,0,0,0,0,7924.4,299.0,198110,0,0,51228
4,114935,2,2,93,19,0,1,0,0,0,0,0,1,6049.21,23.25,2183765,0,0,40660
3,122919,4,3,147,11,0,0,0,0,1,0,0,0,11174.45,49.0,1352109,1,0,38676
1,138669,2,3,262,19,0,1,0,0,1,0,0,1,7298.37,262.0,2634711,1,0,31616
3,176669,4,1,178,5,0,0,0,0,0,0,1,1,35333.8,59.33,883345,0,0,48273
3,177026,2,3,349,5,1,0,0,0,0,1,0,0,35405.2,116.33,885130,1,0,57487
4,74519,2,2,332,2,1,0,0,0,0,0,1,0,37259.5,83.0,149038,0,1,66292
1,192187,3,3,398,14,0,0,1,0,0,1,0,1,13727.64,398.0,2690618,1,0,40206
4,179223,4,2,337,9,0,1,0,0,0,0,1,0,19913.67,84.25,1613007,0,0,57366
4,153112,4,3,328,6,0,0,0,1,1,0,0,0,25518.67,82.0,918672,1,0,63021
4,49772,4,4,154,13,0,0,1,0,0,0,1,1,3828.62,38.5,647036,1,0,51392
3,127431,3,2,79,15,0,1,0,0,0,1,0,1,8495.4,26.33,1911465,0,0,34489
3,101090,4,4,358,11,0,0,1,0,0,0,0,1,9190.0,119.33,1111990,1,0,51286
2,199904,3,2,371,18,0,0,0,1,0,1,0,0,11105.78,185.5,3598272,0,0,40825
4,163988,2,3,128,2,0,0,0,0,0,0,0,0,81994.0,32.0,327976,1,1,49379
3,49871,2,4,377,4,0,0,0,0,1,0,0,0,12467.75,125.67,199484,1,0,60280
3,31372,4,3,331,14,0,0,0,0,0,1,0,0,2240.86,110.33,439208,1,0,57780
2,197779,2,2,354,17,0,0,0,0,0,0,1,1,11634.06,177.0,3362243,0,0,39225
3,44080,2,4,188,7,0,0,0,0,0,1,0,0,6297.14,62.67,308560,1,0,50302
4,111242,4,1,237,6,0,0,0,0,0,0,0,1,18540.33,59.25,667452,0,0,55934
1,47722,2,3,258,13,0,0,0,1,1,0,0,0,3670.92,258.0,620386,1,0,40554
4,34048,4,2,320,6,1,0,0,0,0,0,1,0,5674.67,80.0,204288,0,0,63825
3,90205,4,4,393,7,1,0,0,0,0,1,0,1,12886.43,131.0,631435,1,0,58137
4,145849,2,3,298,12,0,0,0,0,0,0,0,0,12154.08,74.5,1750188,1,0,52174
2,59711,2,4,259,13,0,0,0,0,0,0,1,0,4593.15,129.5,776243,1,0,47832
2,172403,2,3,385,4,0,0,0,0,1,0,0,1,43100.75,192.5,689612,1,0,55855
4,25968,2,3,193,19,0,0,0,0,0,0,1,0,1366.74,48.25,493392,1,0,52307
2,190041,2,3,153,18,0,0,1,0,1,0,0,1,10557.83,76.5,3420738,1,0,29690
4,16292,3,4,366,13,0,1,0,0,0,0,1,1,1253.23,91.5,211796,1,0,59741
2,176866,2,4,284,9,0,0,1,0,0,1,0,1,19651.78,142.0,1591794,1,0,42257
3,84459,3,3,306,20,0,1,0,0,0,0,0,1,4222.95,102.0,1689180,1,0,46016
2,55192,4,1,182,11,0,0,0,0,0,1,0,0,5017.45,91.0,607112,0,0,41251
3,163775,2,1,286,18,0,0,0,0,0,1,0,0,9098.61,95.33,2947950,0,0,45288
2,89193,2,1,390,15,0,0,1,0,1,0,0,0,5946.2,195.0,1337895,0,0,47743
1,74165,2,2,315,14,0,0,1,0,1,0,0,1,5297.5,315.0,1038310,0,0,39232
2,72650,4,1,388,3,0,1,0,0,1,0,0,0,24216.67,194.0,217950,0,1,58563
1,192588,3,4,106,10,1,0,0,0,0,1,0,0,19258.8,106.0,1925880,1,0,24942
4,134858,3,1,133,2,0,1,0,0,0,0,1,0,67429.0,33.25,269716,0,1,59732
4,106398,2,4,288,16,0,0,1,0,0,0,1,0,6649.88,72.0,1702368,1,0,52911
2,102885,2,2,103,2,0,0,0,1,0,1,0,1,51442.5,51.5,205770,0,1,46135
3,158329,2,4,108,10,0,0,1,0,0,1,0,1,15832.9,36.0,1583290,1,0,40649
2,105588,2,4,136,9,0,0,0,1,0,0,0,0,11732.0,68.0,950292,1,0,35869
3,108356,4,4,278,11,0,0,0,0,1,0,0,1,9850.55,92.67,1191916,1,0,51923
4,88509,2,1,387,13,0,0,1,0,1,0,0,0,6808.38,96.75,1150617,0,0,61506
4,56672,4,3,221,12,0,0,0,0,0,1,0,0,4722.67,55.25,680064,1,0,53860
2,199380,2,4,268,17,1,0,0,0,0,1,0,0,11728.24,134.0,3389460,1,0,35717
4,27113,3,1,158,16,0,1,0,0,0,0,1,1,1694.56,39.5,433808,0,0,50256
2,5694,3,1,317,13,0,0,0,1,0,1,0,0,438.0,158.5,74022,0,0,50214
5,20588,2,1,392,12,0,1,0,0,0,0,1,1,1715.67,78.4,247056,0,0,69174
1,197828,2,3,148,6,0,0,0,0,0,1,0,1,32971.33,148.0,1186968,1,0,29053
3,197214,4,3,354,6,0,0,0,1,0,0,0,0,32869.0,118.0,1183284,1,0,54584
3,69373,2,3,399,5,0,1,0,0,0,0,0,1,13874.6,133.0,346865,1,0,60524
3,90603,2,3,101,7,0,0,1,0,0,0,1,1,12943.29,33.67,634221,1,0,49596
1,11704,2,2,156,13,0,0,0,0,1,0,0,0,900.31,156.0,152152,0,0,35972
4,45136,3,3,108,3,0,0,0,0,0,0,0,1,15045.33,27.0,135408,1,1,59566
1,72507,4,3,170,11,0,1,0,0,0,0,1,1,6591.55,170.0,797577,1,0,38504
3,52361,3,3,313,15,0,0,0,0,0,1,0,0,3490.73,104.33,785415,1,0,51398
1,63847,4,4,301,9,0,0,0,0,0,1,0,0,7094.11,301.0,574623,1,0,48300
2,111359,3,4,137,19,0,0,0,1,0,0,1,1,5861.0,68.5,2115821,1,0,31858
3,147513,2,3,261,14,0,0,0,1,1,0,0,0,10536.64,87.0,2065182,1,0,45767
2,123906,3,2,97,5,0,0,0,0,0,0,1,0,24781.2,48.5,619530,0,0,42801
1,19677,3,4,339,18,0,0,1,0,0,0,1,1,1093.17,339.0,354186,1,0,43804
1,32818,4,1,295,8,0,0,0,0,0,0,0,1,4102.25,295.0,262544,0,0,49991
2,6868,4,4,146,18,0,1,0,0,0,0,1,0,381.56,73.0,123624,1,0,36747
4,88591,3,1,292,3,1,0,0,0,0,0,1,1,29530.33,73.0,265773,0,1,61995
4,128962,4,4,236,10,0,0,0,0,0,1,0,0,12896.2,59.0,1289620,1,0,52417
1,72264,4,3,353,13,0,0,0,0,0,0,0,0,5558.77,353.0,939432,1,0,46087
2,78168,4,4,261,15,0,0,0,0,0,1,0,1,5211.2,130.5,1172520,1,0,41088
1,148115,4,3,158,20,0,0,1,0,0,1,0,1,7405.75,158.0,2962300,1,0,22859
1,76939,4,3,101,20,1,0,0,0,1,0,0,0,3846.95,101.0,1538780,1,0,23833
3,20732,3,4,206,13,0,0,0,1,1,0,0,0,1594.77,68.67,269516,1,0,50396
3,60244,4,1,225,16,0,0,0,1,0,0,0,0,3765.25,75.0,963904,0,0,49984
1,154598,2,1,319,5,0,1,0,0,0,0,0,0,30919.6,319.0,772990,0,0,49241
1,14340,3,4,164,10,1,0,0,0,1,0,0,1,1434.0,164.0,143400,1,0,38950
1,27394,3,3,86,16,0,0,0,1,1,0,0,0,1712.12,86.0,438304,1,0,27034
4,103557,3,1,186,17,0,1,0,0,1,0,0,1,6091.59,46.5,1760469,0,0,44507
4,140174,4,2,380,15,0,0,1,0,1,0,0,1,9344.93,95.0,2102610,0,0,57246
1,24159,2,3,79,7,0,1,0,0,1,0,0,0,3451.29,79.0,169113,1,0,38272
1,127366,4,4,149,2,0,0,0,1,0,1,0,1,63683.0,149.0,254732,1,1,40949
4,11212,3,3,203,12,0,0,0,0,0,0,0,1,934.33,50.75,134544,1,0,54068
4,42405,3,2,272,9,0,0,0,0,0,1,0,0,4711.67,68.0,381645,0,0,61574
2,135632,3,2,185,10,0,0,0,0,0,1,0,1,13563.2,92.5,1356320,0,0,44960
1,82061,3,1,289,7,0,0,0,1,0,0,1,1,11723.0,289.0,574427,0,0,42796
1,99296,4,2,322,5,0,0,0,0,0,1,0,0,19859.2,322.0,496480,0,0,49288
3,60186,2,3,238,20,1,0,0,0,1,0,0,0,3009.3,79.33,1203720,1,0,41049
2,180311,2,1,385,8,0,0,1,0,1,0,0,0,22538.88,192.5,1442488,0,0,54542
1,128145,3,2,274,8,0,1,0,0,0,0,1,0,16018.12,274.0,1025160,0,0,41692
3,15532,2,1,367,19,0,1,0,0,0,0,1,0,817.47,122.33,295108,0,0,53660
1,71540,3,1,317,17,0,0,0,1,0,0,1,0,4208.24,317.0,1216180,0,0,40862
4,108021,3,4,140,15,0,0,0,0,0,0,1,0,7201.4,35.0,1620315,1,0,43726
2,8271,2,1,225,16,0,0,0,0,0,0,1,1,516.94,112.5,132336,0,0,43191
1,181554,3,1,171,18,0,0,0,0,0,1,0,1,10086.33,171.0,3267972,0,0,28432
3,5209,2,2,82,20,0,0,1,0,0,0,1,0,260.45,27.33,104180,0,0,40185
2,141611,3,3,340,17,1,0,0,0,0,1,0,1,8330.06,170.0,2407387,1,0,43549
4,24977,2,3,361,19,0,1,0,0,0,0,0,1,1314.58,90.25,474563,1,0,59262
3,114920,3,2,289,16,0,0,0,0,0,0,1,0,7182.5,96.33,1838720,0,0,44518
2,133156,2,3,84,18,0,0,0,0,0,0,1,1,7397.56,42.0,2396808,1,0,26378
3,104588,3,1,307,12,0,0,0,1,0,1,0,0,8715.67,102.33,1255056,0,0,51926
2,73684,3,4,186,15,0,1,0,0,0,0,0,1,4912.27,93.0,1105260,1,0,36494
4,128862,3,1,125,3,0,0,0,1,0,1,0,0,42954.0,31.25,386586,0,1,56603
2,10607,2,1,201,15,1,0,0,0,0,1,0,1,707.13,100.5,159105,0,0,43403
3,99786,4,4,295,2,0,0,0,0,0,0,1,1,49893.0,98.33,199572,1,1,56855
1,131406,3,2,377,9,0,0,0,0,1,0,0,1,14600.67,377.0,1182654,0,0,47726
2,188011,3,1,291,10,0,0,1,0,1,0,0,0,18801.1,145.5,1880110,0,0,48376
4,154666,2,1,242,19,1,0,0,0,0,1,0,1,8140.32,60.5,2938654,0,0,48078
4,194454,3,2,354,6,0,0,0,0,0,0,1,1,32409.0,88.5,1166724,0,0,59676
1,12399,3,1,378,9,1,0,0,0,0,0,0,0,1377.67,378.0,111591,0,0,57489
1,131812,3,1,226,9,0,1,0,0,1,0,0,0,14645.78,226.0,1186308,0,0,41911
4,161189,3,3,220,12,0,0,0,0,0,0,0,1,13432.42,55.0,1934268,1,0,46469
4,103662,4,2,254,19,0,0,0,0,1,0,0,1,5455.89,63.5,1969578,0,0,50078
1,38617,4,1,247,18,0,0,1,0,0,0,1,1,2145.39,247.0,695106,0,0,36045
2,143570,3,1,90,9,0,1,0,0,0,1,0,1,15952.22,45.0,1292130,0,0,39110
2,107826,3,4,181,5,1,0,0,0,0,0,0,0,21565.2,90.5,539130,1,0,45274
4,134851,3,4,240,20,0,0,0,1,0,0,0,1,6742.55,60.0,2697020,1,0,42981
1,116077,4,4,207,18,0,1,0,0,0,1,0,1,6448.72,207.0,2089386,1,0,31022
1,55624,4,1,302,19,0,0,0,0,0,0,0,0,2927.58,302.0,1056856,0,0,41038
4,14628,2,1,99,12,1,0,0,0,1,0,0,1,1219.0,24.75,175536,0,0,52233
1,136401,2,4,376,2,0,0,0,0,0,1,0,1,68200.5,376.0,272802,1,1,49694
3,43619,3,3,230,6,0,1,0,0,1,0,0,1,7269.83,76.67,261714,1,0,53787
2,12032,3,3,147,3,0,0,0,0,1,0,0,0,4010.67,73.5,36096,1,1,51131
2,184166,4,3,347,10,0,0,1,0,0,0,1,0,18416.6,173.5,1841660,1,0,43054
2,43034,3,3,389,5,0,0,0,1,1,0,0,1,8606.8,194.5,215170,1,0,60895
3,107658,3,2,90,4,1,0,0,0,0,0,1,1,26914.5,30.0,430632,0,0,46065
1,126123,4,4,212,16,0,1,0,0,0,0,0,0,7882.69,212.0,2017968,1,0,34401
3,91158,4,1,105,9,0,1,0,0,0,0,0,1,10128.67,35.0,820422,0,0,44800
4,60264,4,4,372,10,0,0,0,0,0,0,1,1,6026.4,93.0,602640,1,0,60917
4,99120,4,3,283,6,0,0,0,0,1,0,0,0,16520.0,70.75,594720,1,0,56572
1,52850,2,1,101,18,0,0,1,0,0,1,0,0,2936.11,101.0,951300,0,0,28804
1,9722,4,2,255,20,0,0,0,1,0,1,0,0,486.1,255.0,194440,0,0,38109
2,22772,4,4,243,5,0,0,1,0,0,0,1,1,4554.4,121.5,113860,1,0,47440
2,91105,3,1,123,19,0,0,0,0,0,0,0,1,4795.0,61.5,1730995,0,0,35212
2,177751,3,1,230,19,0,0,0,0,0,0,0,1,9355.32,115.0,3377269,0,0,35503
3,9576,3,3,319,18,0,0,1,0,0,1,0,1,532.0,106.33,172368,1,0,51833
1,162779,2,3,320,13,0,0,0,1,0,0,1,0,12521.46,320.0,2116127,1,0,34794
1,104404,4,4,348,6,0,0,1,0,0,1,0,1,17400.67,348.0,626424,1,0,43153
2,177704,4,2,240,14,0,0,0,1,1,0,0,1,12693.14,120.0,2487856,0,0,40497
3,46476,2,1,252,15,0,0,0,1,1,0,0,0,3098.4,84.0,697140,0,0,52756
1,166357,4,3,71,12,1,0,0,0,0,0,1,0,13863.08,71.0,1996284,1,0,27974
3,29154,3,4,263,20,0,0,0,1,0,0,1,1,1457.7,87.67,583080,1,0,43909
2,156126,2,3,235,13,0,0,0,0,1,0,0,0,12009.69,117.5,2029638,1,0,35007
4,22165,4,4,316,18,0,0,0,1,0,0,0,0,1231.39,79.0,398970,1,0,56199
4,19439,2,3,313,17,0,0,0,1,0,0,1,1,1143.47,78.25,330463,1,0,58252
2,123211,2,2,179,6,0,0,0,1,1,0,0,1,20535.17,89.5,739266,0,0,44759
1,49518,4,1,392,15,0,0,0,0,1,0,0,1,3301.2,392.0,742770,0,0,52457
2,31962,3,3,140,6,0,0,0,0,0,0,0,1,5327.0,70.0,191772,1,0,43614
2,190006,4,1,233,18,0,0,0,0,0,0,0,0,10555.89,116.5,3420108,0,0,32042
3,42763,4,4,354,7,0,0,1,0,0,0,0,0,6109.0,118.0,299341,1,0,59506
4,121189,3,2,182,7,1,0,0,0,0,0,0,1,17312.71,45.5,848323,0,0,50977
3,115290,4,1,297,17,0,0,0,1,0,1,0,1,6781.76,99.0,1959930,0,0,50113
4,115814,4,3,370,9,0,1,0,0,0,0,0,0,12868.22,92.5,1042326,1,0,58468
2,24464,4,1,85,4,1,0,0,0,0,1,0,1,6116.0,42.5,97856,0,0,45082
1,178108,2,1,100,14,1,0,0,0,0,0,1,1,12722.0,100.0,2493512,0,0,29023
4,128980,2,4,231,12,0,0,0,0,1,0,0,1,10748.33,57.75,1547760,1,0,48574
2,169342,2,2,375,18,1,0,0,0,0,1,0,1,9407.89,187.5,3048156,0,0,40165
3,47299,4,2,262,8,0,0,0,1,0,0,1,0,5912.38,87.33,378392,0,0,59780
2,36541,3,1,279,6,0,0,0,1,0,0,1,1,6090.17,139.5,219246,0,0,53309
1,78545,2,1,301,3,0,0,0,0,0,1,0,0,26181.67,301.0,235635,0,1,49406
5,134188,3,4,253,2,0,0,0,1,0,0,1,1,67094.0,50.6,268376,1,1,58698
1,34765,4,1,84,20,0,0,0,1,0,0,1,1,1738.25,84.0,695300,0,0,30252
5,28769,2,4,374,15,0,0,0,0,0,1,0,0,1917.93,74.8,431535,1,0,64110
4,25156,4,2,278,19,0,0,0,1,0,0,1,1,1324.0,69.5,477964,0,0,58640
4,186553,3,2,241,7,0,0,0,0,0,0,0,0,26650.43,60.25,1305871,0,0,52309
3,149507,2,4,335,15,0,1,0,0,0,0,0,1,9967.13,111.67,2242605,1,0,48773
3,182408,2,1,89,7,0,0,0,0,1,0,0,1,26058.29,29.67,1276856,0,0,39454
4,172207,2,2,139,17,0,1,0,0,0,0,1,1,10129.82,34.75,2927519,0,0,43734
2,78631,2,3,77,13,0,0,0,0,1,0,0,1,6048.54,38.5,1022203,1,0,32815
2,42909,3,4,103,18,0,0,1,0,0,0,0,1,2383.83,51.5,772362,1,0,32381
3,74487,2,2,293,2,1,0,0,0,0,0,0,0,37243.5,97.67,148974,0,1,62032
2,157540,4,2,248,7,0,0,1,0,0,0,0,0,22505.71,124.0,1102780,0,0,44909
2,52655,2,2,315,4,0,0,0,1,0,0,1,1,13163.75,157.5,210620,0,0,57961
2,170413,3,3,329,13,0,1,0,0,0,0,1,1,13108.69,164.5,2215369,1,0,41822
3,56786,2,3,177,7,0,0,0,1,0,0,0,0,8112.29,59.0,397502,1,0,47301
4,73304,3,3,311,15,1,0,0,0,1,0,0,0,4886.93,77.75,1099560,1,0,52852
1,108606,3,1,93,5,0,0,0,0,1,0,0,1,21721.2,93.0,543030,0,0,38409
4,182586,4,4,285,2,1,0,0,0,0,1,0,1,91293.0,71.25,365172,1,1,61171
3,125938,2,1,124,7,0,0,0,0,0,0,0,0,17991.14,41.33,881566,0,0,47531
4,170051,2,3,95,2,1,0,0,0,1,0,0,1,85025.5,23.75,340102,1,1,48773
3,85981,2,4,350,18,0,0,0,0,0,0,0,0,4776.72,116.67,1547658,1,0,46645
4,60107,4,1,361,11,1,0,0,0,1,0,0,1,5464.27,90.25,661177,0,0,63108
1,137232,4,1,396,2,0,0,0,0,0,1,0,0,68616.0,396.0,274464,0,1,52145
4,92897,3,1,255,12,0,1,0,0,0,1,0,0,7741.42,63.75,1114764,0,0,54605
1,77577,3,3,81,8,0,0,0,1,0,0,0,1,9697.12,81.0,620616,1,0,32451
4,146918,3,2,198,14,0,0,0,1,1,0,0,0,10494.14,49.5,2056852,0,0,49724
5,109180,4,4,277,7,0,0,1,0,0,0,1,1,15597.14,55.4,764260,1,0,61629
2,24924,4,3,202,12,0,0,0,1,0,1,0,1,2077.0,101.0,299088,1,0,40338
1,116193,4,4,265,2,0,0,0,0,0,0,0,1,58096.5,265.0,232386,1,1,46974
4,149954,3,3,331,6,1,0,0,0,0,0,0,1,24992.33,82.75,899724,1,0,59251
2,6095,4,1,351,7,0,0,1,0,1,0,0,0,870.71,175.5,42665,0,0,55884
4,109205,3,1,172,15,0,0,0,0,0,0,0,1,7280.33,43.0,1638075,0,0,49003
1,177055,3,2,189,17,0,0,0,0,0,1,0,1,10415.0,189.0,3009935,0,0,27042
1,19123,2,2,252,13,0,0,0,0,0,0,0,1,1471.0,252.0,248599,0,0,40797
4,50278,2,4,78,4,0,0,0,1,0,0,0,1,12569.5,19.5,201112,1,0,55087
3,102911,2,2,114,12,0,1,0,0,0,0,1,0,8575.92,38.0,1234932,0,0,44183
4,56999,3,2,313,20,0,1,0,0,0,0,1,1,2849.95,78.25,1139980,0,0,55790
2,36153,2,4,339,7,0,0,1,0,0,1,0,0,5164.71,169.5,253071,1,0,52711
3,23344,2,3,181,10,0,1,0,0,1,0,0,0,2334.4,60.33,233440,1,0,48657
3,42656,2,2,124,18,1,0,0,0,0,0,1,0,2369.78,41.33,767808,0,0,42413
3,6212,4,3,84,12,0,1,0,0,1,0,0,1,517.67,28.0,74544,1,0,47006
3,125385,3,1,106,7,0,0,1,0,0,1,0,1,17912.14,35.33,877695,0,0,48020
3,145073,2,2,247,12,0,1,0,0,0,0,1,1,12089.42,82.33,1740876,0,0,44101
2,83784,4,1,196,17,1,0,0,0,1,0,0,1,4928.47,98.0,1424328,0,0,42191
2,103723,4,1,186,17,0,0,0,0,0,0,1,0,6101.35,93.0,1763291,0,0,35945
4,86144,4,3,141,13,0,0,1,0,0,1,0,0,6626.46,35.25,1119872,1,0,42970
1,172499,2,4,180,19,0,0,0,0,0,1,0,1,9078.89,180.0,3277481,1,0,28026
3,36368,4,2,218,12,0,0,0,0,0,0,1,1,3030.67,72.67,436416,0,0,53807
1,66160,3,3,254,7,0,0,0,0,1,0,0,1,9451.43,254.0,463120,1,0,46860
3,161926,4,4,174,12,0,0,0,0,0,0,0,1,13493.83,58.0,1943112,1,0,42759
4,15715,4,1,216,5,0,0,0,1,0,0,0,1,3143.0,54.0,78575,0,0,60416
1,63784,4,2,290,4,0,0,0,0,0,0,1,1,15946.0,290.0,255136,0,0,50257
1,134193,4,1,383,5,0,0,0,1,1,0,0,1,26838.6,383.0,670965,0,0,49996
1,104644,3,1,75,9,0,0,0,0,0,0,0,0,11627.11,75.0,941796,0,0,34708
3,31797,2,2,329,18,0,0,1,0,0,1,0,0,1766.5,109.67,572346,0,0,50653
4,52573,3,4,368,10,0,0,0,1,1,0,0,0,5257.3,92.0,525730,1,0,60818
1,81120,3,4,111,7,1,0,0,0,0,0,0,0,11588.57,111.0,567840,1,0,33998
3,19780,2,2,328,3,1,0,0,0,1,0,0,1,6593.33,109.33,59340,0,1,67866
2,42905,4,2,340,16,0,1,0,0,0,0,1,1,2681.56,170.0,686480,0,0,47188
2,157645,2,3,116,5,0,0,0,1,1,0,0,1,31529.0,58.0,788225,1,0,39259
4,121049,2,3,154,16,0,0,1,0,0,0,0,1,7565.56,38.5,1936784,1,0,44318
2,134651,3,1,243,18,0,0,0,0,0,0,1,1,7480.61,121.5,2423718,0,0,38877
2,38359,2,2,127,9,0,0,0,0,1,0,0,0,4262.11,63.5,345231,0,0,46635
1,71062,4,4,268,20,0,1,0,0,0,1,0,1,3553.1,268.0,1421240,1,0,31959
1,78391,3,1,278,12,1,0,0,0,0,0,0,0,6532.58,278.0,940692,0,0,39271
2,48463,4,1,317,12,0,0,0,0,0,0,1,1,4038.58,158.5,581556,0,0,48105
1,104596,3,1,280,17,0,0,0,0,1,0,0,0,6152.71,280.0,1778132,0,0,33570
3,100018,4,1,108,18,0,0,0,0,0,1,0,1,5556.56,36.0,1800324,0,0,40182
2,21571,2,4,321,4,0,0,0,1,0,0,0,0,5392.75,160.5,86284,1,0,56765
3,155214,2,1,200,19,1,0,0,0,0,1,0,1,8169.16,66.67,2949066,0,0,36191
1,30104,2,2,360,20,0,0,1,0,1,0,0,1,1505.2,360.0,602080,0,0,41288
2,13625,4,3,319,13,0,0,0,0,1,0,0,1,1048.08,159.5,177125,1,0,46333
3,44199,3,4,121,8,0,0,0,0,0,0,1,1,5524.88,40.33,353592,1,0,50229
4,125725,3,2,83,6,0,0,1,0,0,1,0,0,20954.17,20.75,754350,0,0,50738
1,151998,3,2,225,13,0,0,0,1,0,0,1,1,11692.15,225.0,1975974,0,0,33495
4,36218,2,2,99,9,1,0,0,0,0,0,0,0,4024.22,24.75,325962,0,0,55084
3,180544,4,3,159,9,0,0,0,1,0,0,1,1,20060.44,53.0,1624896,1,0,38709
3,96916,3,3,236,7,0,0,0,0,0,0,0,0,13845.14,78.67,678412,1,0,50792
3,128182,4,3,138,6,0,0,1,0,1,0,0,1,21363.67,46.0,769092,1,0,43316
1,25566,3,2,232,6,0,0,1,0,1,0,0,1,4261.0,232.0,153396,0,0,43970
1,192197,2,3,311,12,0,0,1,0,0,1,0,0,16016.42,311.0,2306364,1,0,37841
3,38205,4,1,121,2,0,0,0,0,0,0,0,1,19102.5,40.33,76410,0,1,52588
2,114084,3,3,211,13,0,0,0,0,1,0,0,1,8775.69,105.5,1483092,1,0,41647
4,34717,3,4,132,2,0,0,0,1,0,1,0,0,17358.5,33.0,69434,1,1,59839
2,186056,3,2,361,15,0,1,0,0,0,1,0,1,12403.73,180.5,2790840,0,0,45206
1,112292,3,2,160,2,0,0,0,1,0,0,1,0,56146.0,160.0,224584,0,1,41175
3,161207,2,1,221,17,1,0,0,0,0,1,0,1,9482.76,73.67,2740519,0,0,41972
2,164236,3,3,226,14,0,0,0,0,1,0,0,0,11731.14,113.0,2299304,1,0,37534
3,43562,3,3,378,17,0,0,1,0,0,0,1,0,2562.47,126.0,740554,1,0,50279
3,25169,2,4,219,9,0,1,0,0,0,0,0,0,2796.56,73.0,226521,1,0,54878
4,195930,3,1,397,8,0,0,0,0,0,0,0,0,24491.25,99.25,1567440,0,0,60470
4,26604,4,4,340,18,0,1,0,0,1,0,0,1,1478.0,85.0,478872,1,0,51459
3,94670,4,4,138,9,0,0,0,1,1,0,0,1,10518.89,46.0,852030,1,0,42926
3,119605,3,2,185,19,0,0,0,0,0,0,1,0,6295.0,61.67,2272495,0,0,40090
4,93738,2,2,261,19,0,0,1,0,0,0,1,1,4933.58,65.25,1781022,0,0,51639
2,136756,2,3,73,12,0,0,0,1,1,0,0,1,11396.33,36.5,1641072,1,0,30917
1,133140,2,3,144,20,0,0,0,0,1,0,0,1,6657.0,144.0,2662800,1,0,23909
2,107537,3,4,367,13,0,0,0,0,0,0,0,0,8272.08,183.5,1397981,1,0,43230
1,116301,3,3,310,15,0,0,0,0,0,0,0,1,7753.4,310.0,1744515,1,0,41450
3,13007,4,4,99,15,0,0,0,0,0,0,0,1,867.13,33.0,195105,1,0,44833
3,119915,2,3,212,3,0,0,0,0,1,0,0,0,39971.67,70.67,359745,1,1,49731
3,122419,3,3,395,4,0,1,0,0,0,1,0,1,30604.75,131.67,489676,1,0,61660
1,46787,3,2,252,9,0,0,0,1,1,0,0,0,5198.56,252.0,421083,0,0,42532
3,54582,3,2,85,15,0,0,1,0,1,0,0,0,3638.8,28.33,818730,0,0,43044
2,88629,2,2,180,13,0,0,0,0,0,0,0,0,6817.62,90.0,1152177,0,0,41651
3,10782,2,2,270,2,0,0,0,0,1,0,0,1,5391.0,90.0,21564,0,1,66484
3,71770,4,1,176,11,0,0,0,1,0,0,1,1,6524.55,58.67,789470,0,0,45675
2,62645,2,2,231,20,0,0,0,1,1,0,0,0,3132.25,115.5,1252900,0,0,36272
1,108509,3,1,352,8,0,0,0,0,1,0,0,0,13563.62,352.0,868072,0,0,49299
1,168068,4,2,338,4,0,0,0,0,1,0,0,0,42017.0,338.0,672272,0,0,44547
4,34204,2,3,224,18,0,1,0,0,1,0,0,0,1900.22,56.0,615672,1,0,51193
4,22152,2,4,142,13,1,0,0,0,0,1,0,0,1704.0,35.5,287976,1,0,51962
3,191258,2,3,266,7,0,0,1,0,1,0,0,0,27322.57,88.67,1338806,1,0,47463
1,95555,2,3,312,18,0,0,0,0,0,0,1,1,5308.61,312.0,1719990,1,0,34447
2,24689,3,1,155,5,1,0,0,0,0,0,1,0,4937.8,77.5,123445,0,0,47876
3,186762,2,2,356,8,0,0,0,1,1,0,0,0,23345.25,118.67,1494096,0,0,53779
4,88251,3,4,328,4,0,0,0,0,0,0,0,0,22062.75,82.0,353004,1,0,58892
